Month,Year,GP_Index_No,pluno,Item_Name,Net_Qty,O_B,Closing_Stock
December,2022,I/009749K,9749,"TEDDY NAPPI PAD 18""S PACK",18,18,0
December,2022,I/009751J,9751,TEDDY BABY DIAPER SMALL 25S,9,9,0
December,2022,I/009752K,9752,TEDDY BABY DIAPER MEDIUM 25S,17,17,0
December,2022,I/009756K,9756,"STAYFREE  SECURE DRY WINGS 7 ,N",107,0,1
December,2022,I/009761L,9761,S/TOWEL STAYFREE SEC. E/LARGE,2,2,0
December,2022,I/009765K,9765,MAMY POKO PANT DIAPERS LARG PACK 20,3,0,13
December,2022,I/009766M,9766,"DIAPERS LARGE 38"" MAMY POKO BRAND",8,0,0
December,2022,I/009772L,9772,S/T STAYFREE   DRY  MAX 16 PADS,95,0,1
December,2022,I/009793M,9793,PAMPERS BABY DRY DISPOSABLE,8,8,0
December,2022,I/009798S,9798,"MAMY POKO PANT DIAPER ""M' 20 PACK",32,0,0
December,2022,I/009799M,9799,MAMY POKO 44 MED PANT,16,0,0
December,2022,I/009801X,9801,T/ROLL BLOSSOM POPULAR,2,3,1
December,2022,I/009805K,9805,BABY DREAM SOFT WIPES 80S,30,49,19
December,2022,I/009811P,9811,PAMPERS ACTIVE 62 M BABY DIAPER,6,0,0
December,2022,I/009812P,9812,PAMPERS ACTIVE 50 L BABY DIAPER,6,0,0
December,2022,I/009813P,9813,PAMPERS ACTIVE 32 XL BABY DIAPER,18,9,3
December,2022,I/009814J,9814,HUGGIES M PANT,3,3,0
December,2022,I/009815H,9815,HIMALYA BABY DIAPERS,2,2,0
December,2022,I/009816S,9816,"TEDDY BABY PANTS SAMLL 46""S",8,16,8
December,2022,I/009818S,9818,"TEDDY BABY PANTS LARGE 34""S",9,9,0
December,2022,I/009831S,9831,TISSUE PAPER FACE PAM,24,75,126
December,2022,I/009843H,9843,HIMA/ GENTLE BABY WIPES -72.S,41,47,6
December,2022,I/009844G,9844,TEDDY WET BABY WIPES,2,2,0
December,2022,I/009852P,9852,PAPER BOX TOILET ROLL 6 X 100,8,16,8
December,2022,I/009853P,9853,PAPER TISSUE  ULTRA SOFT 20 X 20,10,44,34
December,2022,I/009871L,9871,COMFORT FABRIC COND GREEN 860ML,1,1,0
December,2022,I/009876Y,9876,REVIVE LIQUID STIFFNER,6,42,36
December,2022,I/009878U,9878,UJALA STIFF &SHINE 200ML,66,182,116
December,2022,I/009888K,9888,BLUE UJALA SUPERME 200ML,42,110,68
December,2022,I/009955Y,9955,RIO SANITARTY NAPKIN,41,41,0
December,2022,I/009962S,9962,FIAMA B/WASH ASHWAGHANDHA & ALMOND,5,10,5
December,2022,I/009974S,9974,SESA AYURVEDIC OIL 200ML,5,7,2
December,2022,I/009975S,9975,SESA HAIR FALL SHAMPOO 100ML,5,108,103
December,2022,I/009976S,9976,SESA HAIR FALL SHAMPOO 200ML,18,86,68
December,2022,I/009977S,9977,SESA HAIR COLOUR BROWN 50ML,2,18,16
December,2022,I/009978S,9978,SESA HAIR COLOUR BUGANDY 50ML,1,30,29
December,2022,I/009979S,9979,SESA HAIR COLOUR BLACK 50ML,7,85,78
December,2022,I/009981S,9981,FIGO MATIC LIQUID DETERGENT 1 LTR,11,12,1
December,2022,I/018570D,18570,CASUAL PAPER NAPKIN,1,1,0
December,2022,I/090016T,90016,TULIPS TOOTH PICKS 250S JAR,18,175,157
December,2022,I/091154E,91154,EMAMI VASOCARE PETROLEUM JELLY 25GM,21,22,1
December,2022,II/005020S,5020,EXO SAFAI LARGE,163,27,64
December,2022,II/005021T,5021,EXO SAFAI SMALL,15,0,185
December,2022,II/005050V,5050,VIM BAR MULTY PACK 200G*3,40,0,0
December,2022,II/005051P,5051,PRIL UNTENSIL LIQUID 225ML,6,8,1
December,2022,II/005051P,5051,PRIL UNTENSIL LIQUID 225ML,96,8,1
December,2022,II/005054P,5054,PRIL LIQUID 425ML,10,10,0
December,2022,II/005067D,5067,DETTOL KITC DISH SLAB GEL 400ML,33,34,1
December,2022,II/005069D,5069,DETTOL DISH  SLAB GEL LEMON ML,15,15,0
December,2022,II/005099K,5099,PRIL 2 LTR JAR,17,5,0
December,2022,II/005100P,5100,PRIL KRAFT GEL LIQUID 750ML,6,6,0
December,2022,II/008032D,8032,ROOM FRESHNER ODONIL 160G,27,0,21
December,2022,II/013000K,13000,GODREJ AIR CLICK COOL BLUE10GM,9,16,7
December,2022,II/013002A,13002,AER GEL CAR FRESHNER ASSORTED,2,17,15
December,2022,II/013006A,13006,PREMIUM AIR FRAGNANCE JASMINE,10,10,0
December,2022,II/013009G,13009,GODREJ AER TWIST GEL ASSORTED,8,21,13
December,2022,II/013037A,13037,AMBIPUR CAR FRESHNER STARTER,7,13,6
December,2022,II/013039R,13039,AIR FRESHNER 275ML ROSE,18,58,40
December,2022,II/013043P,13043,AIR FRESHNER LAVENDER 50GM,90,90,0
December,2022,II/013046O,13046,ROOM FRESHING GEL 75G  ODONIL,142,0,2
December,2022,II/013051K,13051,ODONIL CAR FRESHN ER,12,21,9
December,2022,II/013069A,13069,SHYMAL DHOOP STICK 20 STICKS,19,779,760
December,2022,II/013077A,13077,AGARBATI SAISHAKTI 3 IN 1,10,11,1
December,2022,II/013079X,13079,AGARBATTI SHIV GULAB 20 STICKS,153,165,12
December,2022,II/013115E,13115,AGARBATTI CHADAN H/DARSAN,1,39,38
December,2022,II/013119A,13119,AGARBATTI SANDAL 100GM,32,52,20
December,2022,II/013122T,13122,HARIDARSHAN DHOOP,278,452,174
December,2022,II/013141A,13141,AGARBATHI CYCLE 3IN 1 95GM,96,0,288
December,2022,II/013166J,13166,MANGALAM CAMPHORE CONE JASMINE,1,39,38
December,2022,II/013167K,13167,MANGALAM CMPHOR CONE,8,119,111
December,2022,II/013171S,13171,HARI DARSHAN JASMINE AGABATTI 100GM,142,504,362
December,2022,II/013180B,13180,BAJAJ PCX 45 5.LTR INNER LID,1,3,2
December,2022,II/013181B,13181,BAJAJ P/COOKER 3LTR MODEL PCX3,3,5,2
December,2022,II/013190G,13190,P/COOKER SUPERFLAME 5LTR,1,8,7
December,2022,II/013218H,13218,SUNSHINE MAHALAXMI DHOOP 4IN1 CONES,82,144,62
December,2022,II/014004A,14004,P/COOKER UNITED 3 LTS W/OUT,1,3,2
December,2022,II/014020U,14020,USHA SREERAM P/C 5LTR OUTER LID,1,1,0
December,2022,II/014022G,14022,P/C PRESTIGE HARD ANODISED 3LTR,1,2,1
December,2022,II/014028E,14028,KINFE & PEELER 3 PSC SET,12,150,138
December,2022,II/014093D,14093,P/PAN PRESTIGE SENIOR W/C-LID,1,1,0
December,2022,II/014108P,14108,PRESTIGE NAKSHTRA 5 LTR INNER LID,2,0,2
December,2022,II/014147H,14147,BLACK MAGNUM S/STEEL HANDI,1,1,0
December,2022,II/014996E,14996,CASEROLLE BUFFET MILTON 2 L,4,18,14
December,2022,II/015006M,15006,WONDERCHEF CASSEROLE SET GRANITE,3,4,1
December,2022,II/015062J,15062,WONDERCHEF LUXE KETTLE RED 1.2ML,1,5,4
December,2022,II/015091J,15091,WONDERCHEF HOT BOT 750ML,18,18,0
December,2022,II/015093J,15093,WONDERCHEF OTG 19 LTRS,1,1,0
December,2022,II/015103X,15103,CASEROL MILTON COZEE 1440 ML,5,21,16
December,2022,II/015104A,15104,CASROLE MILTON HORMONY 3 PCS SET,4,7,3
December,2022,II/015105D,15105,MILTON CASSEROLE SET BUFFET JUNIOR,1,12,11
December,2022,II/015286F,15286,THERMO S/STEEL FLASK 500ML,24,8,4
December,2022,II/016008M,16008,TREO BEER MUG 385 ML(SET OF 2),10,24,14
December,2022,II/017014S,17014,CUT GLASS BOROSIL MED,3,4,17
December,2022,II/017033B,17033,STORE SQUARE 520 ML,1,3,2
December,2022,II/017038B,17038,BROSIL MICROWAVABLE KLIP 400ML,1,3,2
December,2022,II/017104T,17104,TREO MIXING BOWL 1.5LTR,1,3,2
December,2022,II/017127B,17127,BOROSIL RECTANGULAR DISH 1.5LTR,1,1,0
December,2022,II/017205H,17205,HARPIC FLUSH MAT 100 GM,41,41,0
December,2022,II/017206N,17206,LIZOL DIS CLEANER FLORAL RED  2,4,4,0
December,2022,II/017208H,17208,HARPIC T/CLEANER 1LT,9,9,0
December,2022,II/017209L,17209,HARPIC POWER PLUS 1 L,96,96,0
December,2022,II/017210T,17210,LIZOL DIS 2 LITRE,20,20,0
December,2022,II/017211L,17211,LIZOL DISINFECT 5LITRE JAR,6,6,0
December,2022,II/017212H,17212,LIZOL 1LTCLEANER 975ML,32,32,0
December,2022,II/018022P,18022,INDUCTION COOKER TOP PRESTIGE,1,1,0
December,2022,II/018172X,18172,BAJAJ G/STOVE 2 B IX=2,1,1,0
December,2022,II/018228G,18228,GLEN COOK TOP DOUBL BURNNER 1023,1,1,0
December,2022,II/018266H,18266,TAWA FLATE SUMEETRA 285MM,1,5,4
December,2022,II/018275P,18275,PRESTIGE NON STICK BUILD 3 PCS SET,1,4,3
December,2022,II/018277B,18277,NON STICK KADHAI 240MM BAJAJ,1,0,11
December,2022,II/018298S,18298,DOSA TAWA SUPER FLAME 250MM,1,3,2
December,2022,II/018308Y,18308,WONDERCHEF GRANITE DOSA TAWA 28CM,1,4,3
December,2022,II/018335T,18335,GIFT SET 3 IN 1 SUMETRA,1,5,14
December,2022,II/018365S,18365,WONDER CHEF GANITE WOK WITH LID,1,3,2
December,2022,II/018399S,18399,MAGMA AMBROSIA 2500 STANLESS STEEL,2,12,10
December,2022,II/018553F,18553,SURYA 10WATT EMERGENCY LED,8,49,41
December,2022,II/018574P,18574,PAM ALUMINIUM FOIL 9 MTR,17,0,83
December,2022,II/018575P,18575,ALUMINIUM FOIL 21 MTR    PAM,95,3,108
December,2022,II/019205K,19205,HERO THORN 26T,1,1,0
December,2022,II/020003H,20003,SURYA HEAVY WEIGHT IRON 1000W,5,11,6
December,2022,II/020004D,20004,HOUSESAFE SURFACE CLEANER 1LTR,8,9,1
December,2022,II/020909T,20909,HAVELLS C/FAN  ES 50 FIVE STAR,1,1,0
December,2022,II/020915F,20915,ORIENT ENERGY STAR CELLING FAN 48,1,1,0
December,2022,II/020917P,20917,C/FAN ORIENT NATURAL PEARL 5STAR,1,1,0
December,2022,II/020942I,20942,"C/FAN INALSA SAMMER B/W 48""",1,9,8
December,2022,II/020943K,20943,C/FAN TANISHQ 1200MM,1,11,10
December,2022,II/020952S,20952,INALSA C/FAN AMEER WHITE 48',2,12,10
December,2022,II/021057O,21057,PEDESTSL FAN ORIENT 16'   400MM,1,2,1
December,2022,II/021117S,21117,J M G PHILIPS HL 1631,1,6,5
December,2022,II/021125P,21125,HAND BLENDER&JUICER RICO,2,0,1
December,2022,II/021135P,21135,MIXER GRINDER PHILIPS HL1618/08,2,6,4
December,2022,II/021164X,21164,BAJAJ  GX21  MIXER GRINDER 3 JAR,1,0,1
December,2022,II/021186P,21186,PHILIPS CU/ HAND BLENDER CHOPPER,3,3,0
December,2022,II/021190H,21190,HANDBLENDER INALAS ROBOT 300,2,4,2
December,2022,II/021201L,21201,IRON BAJAJ AUTO 2.5 KG,6,10,4
December,2022,II/021209P,21209,PHILIPS STEAM IRON,2,1,23
December,2022,II/021224M,21224,SUNFLAM TRENDY MIXER GRINDER,3,6,3
December,2022,II/021242A,21242,IRON PHILIPS L/W 1182,39,15,24
December,2022,II/021314I,21314,POP UP TOSTER PHILIPS,3,13,10
December,2022,II/021317M,21317,INALSAREGAL ELEC. KETTAL E,10,27,17
December,2022,II/021348S,21348,IMERS/HEATER SUNFLAME 1KW,2,39,37
December,2022,II/021453M,21453,PRESTIGE MIXER GRINDER 750WATS 3,1,3,2
December,2022,II/021454M,21454,PRESTIGE PKSS  1.0 KETTLE 1 LTR,12,11,11
December,2022,II/021459G,21459,SURYA 8 MTR EXTENSION CORD,9,50,41
December,2022,II/021553A,21553,COIL GOOD KNIGHT MAHA JUMBO,30,60,150
December,2022,II/021555H,21555,GOODKNIGHT ADVANCED EXPRESS,5,0,91
December,2022,II/021558T,21558,MOSQUITO REFIL GOODNIGHT 45ML,427,187,0
December,2022,II/021602G,21602,GOOD KNIGHT ADVANCED SMOKE COIL,25,0,35
December,2022,II/021607M,21607,MAXO RED MOSQUITO COIL 12 HR,66,133,67
December,2022,II/021609M,21609,MAXO A GRADE 60 NIGHT LIQUID,23,107,84
December,2022,II/021616D,21616,DABUR ODOMOS MOSQ REFIL GEL 80G,48,0,0
December,2022,II/021712T,21712,HAIR DRYER PHILIPS 4381/PB,15,0,5
December,2022,II/024005E,24005,T/CASE GEEP NO 555,1,1,0
December,2022,II/024006L,24006,T/CASE GEEP NO 777,6,7,1
December,2022,II/024195G,24195,GEEP  MAGIC LED PLS TORCH3 BTTY,4,5,1
December,2022,II/027006K,27006,JUGNU N/BALL 500GM,11,40,29
December,2022,II/027008K,27008,TRISHUL N/BALL 500,3,35,32
December,2022,II/027012K,27012,GODREJ ARE POCKET BATHROOM 10GM X3,72,0,0
December,2022,II/027099H,27099,COLIN GLASS CLEANER 500 M L,30,0,19
December,2022,II/027101S,27101,LIZOL 500 ML,35,39,27
December,2022,II/027109S,27109,NAPTHLENE BALLS 200 G,43,0,36
December,2022,II/027130L,27130,HARPIC TOILET CLEANER 500 ML,8,8,0
December,2022,II/027131P,27131,TOI CLEANER ADMIRAL 500 ML,19,19,0
December,2022,II/027168T,27168,LIZOL DISINFECTANT SURFACE CLEANER,26,26,0
December,2022,II/027169K,27169,LIZOL DISINFECTANT SURFACE CLEANER,23,23,0
December,2022,II/027180K,27180,MORTEIN INSECT KILLER 425 ML POWER,50,51,1
December,2022,II/027181X,27181,LIQUID MOSQUITO REPL. 45 ML,152,152,0
December,2022,II/027188A,27188,MORTEIN COCKROACH KILLER 425ML,57,58,1
December,2022,II/027204M,27204,MORTEIN POWER GUARD COMBI PACK,63,125,62
December,2022,II/027217K,27217,HIT BLACK 320 ML,17,17,0
December,2022,II/027320P,27320,LIZOL DISINFECTANT SURFACE CLEANER,2,0,22
December,2022,II/027321L,27321,LIZOL DISINFECTANT 500ML,37,37,0
December,2022,II/027340S,27340,POLOQUEEN SUDH STAINLESS STEEL,85,299,214
December,2022,II/027348R,27348,PILOT EXOTIC JASMINE FLOOR CLEANER,7,7,0
December,2022,II/027355H,27355,POLOQUEEN HIGENE TOILET CLEANER,33,33,0
December,2022,II/027360E,27360,MIRROR PAM -112,5,45,40
December,2022,II/027492E,27492,SITI HANGER DUAL COLOUR,24,31,7
December,2022,II/027502R,27502,ROSHAN CLOTH CLIP  PCS,13,13,0
December,2022,II/064476H,64476,HAVELSS 1320 MM FAN,1,3,2
December,2022,II/064477H,64477,HAVELLS STEALTH FAN 1250MM,2,2,0
December,2022,III/002094V,2094,VIP SHOE POLISH BRUSH,1,1,0
December,2022,III/002095P,2095,SHOE BRUSH GALA,16,73,57
December,2022,III/028015T,28015,B/POLISH CHERRY BLACK,62,176,114
December,2022,III/034035N,34035,PLASTIC MUG 1LTR NEW SITI,25,33,8
December,2022,III/034297K,34297,"MAT TABLE SERVEWELL 17X11""",3,18,15
December,2022,III/034319H,34319,MAHEK WATER BOTTLE DESIGNER,2,4,2
December,2022,III/034327C,34327,CELLO SPARK WATTER BOTTLE 1LTR,3,11,8
December,2022,III/034357D,34357,DAILY CARE BATHING STOOL,2,24,22
December,2022,III/034374L,34374,DAILY CARE GARBAGE BAG 19X21,3,24,21
December,2022,III/034392E,34392,DAILY CARE OXO BIODEGRADABLE,7,41,34
December,2022,III/034395M,34395,MAHER CHOP & COOK CHOPPING BOARD,5,115,110
December,2022,III/034479P,34479,WIPER FLOOR KUSHAL 153.5X42,3,70,67
December,2022,III/034483G,34483,GALA KITCHEN MUPPY,4,306,302
December,2022,III/034487J,34487,"JUGNU 777 FLOOR WIPER L 44""XW 15""",1,5,4
December,2022,III/034490D,34490,DAILY CARE FLOOR WIPER,7,198,191
December,2022,III/036847D,36847,WILD CRAFT BACKPACK DOODLE MELANGE,3,3,0
December,2022,III/036848H,36848,WILD CRAFT BACKPACK CAMO  BLACK,3,3,0
December,2022,III/036868Y,36868,LEON BACKPACK RED BLACK,4,4,0
December,2022,III/036869V,36869,RAIDER BACKPACKS AST BLUE,4,6,2
December,2022,III/036878D,36878,SAFARI MAZE RBP BLUE,3,3,0
December,2022,III/036880D,36880,SAFARI MAZE BP GREY,12,13,1
December,2022,III/036882S,36882,SAFARI CHASE 102 RED,1,1,0
December,2022,III/036884S,36884,SAFARI CHASE 102 BP BLUE,3,3,0
December,2022,III/036888F,36888,SAFARI TRAC RDFL 65 BURGANDY,2,3,1
December,2022,III/036889S,36889,SAFARI TRAC RDFL 65 ORANGE,1,2,1
December,2022,III/036893L,36893,SAFARI CELCIUS RDFL 67 BROWN,2,2,0
December,2022,III/036908S,36908,ECULITE DELUXE 75,1,0,3
December,2022,III/036910F,36910,OSCAR 55 DOUBLE SIDE CLR VIP,4,4,0
December,2022,III/036912K,36912,OSCAR 69 DOUBLE CLR VIP,6,6,0
December,2022,III/036913V,36913,OSCAR STROLLY 69,3,3,0
December,2022,III/036916J,36916,RIVIERA TROLLY 65 CM,2,2,0
December,2022,III/036956S,36956,BLITZ 67 4W BLUE,2,3,1
December,2022,III/036960V,36960,MARSHAL NXT 69 BERRY,2,2,0
December,2022,III/036961V,36961,MARSHAL NXT 69 BLUE,3,3,0
December,2022,III/036967V,36967,ZAPPER DLX 69 BLUE,2,2,0
December,2022,III/036973V,36973,LEGEND PLUS 69,3,4,1
December,2022,III/036974V,36974,LEGEND PLUS 69 PURPLE,3,3,0
December,2022,III/037026S,37026,SKYBAG S/LUGGAGE VALENTINE STROLLY,1,3,2
December,2022,III/037031A,37031,VIP OSCAR 654,3,3,6
December,2022,III/037032F,37032,VIP OSCAR 78,2,2,4
December,2022,III/037033A,37033,VIP SKYBAG 55,1,3,2
December,2022,III/037035A,37035,VIP SKYBAG 79,1,1,0
December,2022,III/037065V,37065,VIP BRAND FERRARI STR 65  360 CP,1,1,0
December,2022,III/037075G,37075,VIP GLADIATOR FRAME STR 55-360CP,1,3,2
December,2022,III/037076G,37076,VIP GLADIATOR FRAME STR 65-360CP,1,2,7
December,2022,III/037188C,37188,"VIP  PRIDE STROILLY 54""",1,5,4
December,2022,III/037190K,37190,S/C (37190)SOMSONITE 57 CM,1,1,0
December,2022,III/037207S,37207,S/C SAMSONIT AMERICAN S/LUGG 67 CM,2,2,0
December,2022,III/037208S,37208,S/C  SAMSONITE AMERICAN,3,3,0
December,2022,III/037223S,37223,VIP SOFT LUGGAGE REVOLVE STROLLY,1,1,0
December,2022,III/037236A,37236,ANTER B SOFT LUGG LARGE ROLLER CASE,1,1,0
December,2022,III/037242A,37242,ARISTOCRAT S/LUGG ELITE II STRO,1,1,0
December,2022,III/037251P,37251,"SAFARI REPLAY 60 24"" SOFT",2,1,3
December,2022,III/037252L,37252,CLOVE LP BP,7,15,8
December,2022,III/037254S,37254,S/C SAFARI PERGO 60,1,2,1
December,2022,III/037267A,37267,ALFA SOFT LUGAGE STRIKER  LAPTOP,3,3,0
December,2022,III/037293E,37293,CHASE 108 BACK PACK,4,4,0
December,2022,III/037294S,37294,SAFARI SOFT LUGG CHASE 111 LAPTOP,9,12,3
December,2022,III/037304G,37304,LAVIE BACK PACK ALPHA,2,2,0
December,2022,III/037308S,37308,SKYBAG SOFT LUGG BEETLE BACKPACKS,4,7,3
December,2022,III/037309S,37309,SKYBAG SOFT LUGG OCTANE BACKPACKS,2,2,0
December,2022,III/037310S,37310,SKYBAG SOFT LUGGAGE NEON BACKPACK,1,1,0
December,2022,III/037325A,37325,ARISTOCRAT SOFT LUGG ELITE II,2,2,0
December,2022,III/037358D,37358,WILD CRAFT EIGER 40 RUKSUK BAG,2,3,1
December,2022,III/037359E,37359,WILD CRAFT SAVAN D 45 RUCKSACK BAG,1,1,0
December,2022,III/037411A,37411,AMERICAN TOURISTER SOFT LUGGAGE 66,1,0,7
December,2022,III/037419S,37419,AMERICAN TURISTOR S/S SPINNER 66CM,1,2,1
December,2022,III/037425S,37425,AMERICAN TORISTER BACK PACK,1,1,0
December,2022,III/037458E,37458,"SAFARI T/BAG 22"" CELSIUS",3,3,0
December,2022,III/037459B,37459,PRIDE DFT 67,6,7,1
December,2022,III/037483D,37483,SAFARI AZTEC RDFL 65,1,4,3
December,2022,III/037515A,37515,AMT LAPTOP BAG RED,1,1,0
December,2022,III/037517D,37517,NEON BKPK SCHOOL GREY,3,3,0
December,2022,III/037520B,37520,NEION BACKPACK LIGHTB GREY,3,3,0
December,2022,III/037521G,37521,NEON BACKPACK BLUE,6,7,1
December,2022,III/037526V,37526,TAG SCHOOL BAG AST W/B,10,14,4
December,2022,III/037527V,37527,TAG SCHOOL BAG AST R/B,1,1,0
December,2022,III/037528V,37528,TAG SCHOOL BAG,4,4,0
December,2022,III/037570P,37570,STROLLY SAMSONITE 71 CM,2,2,0
December,2022,III/037611K,37611,KAMILIANTHARRANA SPINNER 67CM,2,4,2
December,2022,III/037647A,37647,AERIS COMFORT 75 RED,1,1,0
December,2022,III/037700S,37700,LAVIE ZETA 1 BACK PACK PURPLE,5,5,0
December,2022,III/037701S,37701,LAVIE ZETA 1 BACK PACK TURQUOISE,3,3,0
December,2022,III/037761A,37761,LAVIE SPORT ARROW SML WHL DUFFLE,2,3,4
December,2022,III/037763A,37763,LAVIE SPORT ARROW MED WHL DUFFLE,3,4,1
December,2022,III/040078K,40078,BED SHEET KINGER PREMIUM SINGLE,2,4,2
December,2022,III/040255I,40255,TOWEL ARJOI SOFTY,9,9,0
December,2022,III/040263E,40263,TOWEL SAGAR 27X54 (40263E),2,2,0
December,2022,III/041054D,41054,VEST RUPA (041054)RN 95 CMS,13,16,3
December,2022,III/041056L,41056,VEST RUPA RN 90 CMS,13,16,35
December,2022,III/041057P,41057,VEST RUPA (041057)RIBLINE 95 CMS,8,17,9
December,2022,III/041074R,41074,VEST RUPA JON WHITE RN 90CMS,16,21,5
December,2022,III/041084K,41084,VEST WHITE RIB 90&95CM,8,32,24
December,2022,III/041087R,41087,RUPA GYM VEST 90CM,11,17,6
December,2022,III/041129T,41129,DOLLAR BIGBOSS VEST RN 85CM,3,3,0
December,2022,III/041130G,41130,DOLLAR BIGBOSS VEST RN 90CM,16,16,0
December,2022,III/041131D,41131,DOLLAR BIGBOSS VEST RN 100CM,8,8,0
December,2022,III/041132Y,41132,DOLLAR BIGBOSS GYM VEST RN XL,16,16,0
December,2022,III/041133D,41133,DOLLAR LEHAR VEST RN 90CM,1,5,4
December,2022,III/041134T,41134,DOLLAR LEHAR VEST RN 95CM,2,2,0
December,2022,III/041135S,41135,DOLLAR LEHAR VEST RN 100CM,9,26,17
December,2022,III/041272X,41272,VEST RAMBO SUPR 95CM,10,18,8
December,2022,III/041380T,41380,"BRA NEVA ROSEUM BNR 01/34""",3,31,28
December,2022,III/041397S,41397,"SAGAR SOFT FEEL BRA 32""",2,27,25
December,2022,III/041398S,41398,"SAGAR SOFT FEEL BRA 34""",2,14,12
December,2022,III/041399S,41399,"SAGAR SOFT FEEL BRA 36 """,1,3,2
December,2022,III/041415L,41415,LADIES LEGGING LINA SIZE M,1,7,6
December,2022,III/041458K,41458,BRIEF RUPA COLOUR 95 CM,7,8,1
December,2022,III/041460A,41460,BRIEF RUPA COLOUR 85 CM,1,11,10
December,2022,III/041461D,41461,BRIEF RUPA EURO MACROMAN 90CM,2,2,0
December,2022,III/041463B,41463,"RUPA EURO PLAIN BRIEF 95""",10,10,0
December,2022,III/041469B,41469,"SAGAR BOLD COMFORT BRIEF 95""",15,33,18
December,2022,III/041478B,41478,"BRIEF SAGAR GOLD COMFORT SIZE 100""",3,3,0
December,2022,III/041557R,41557,PANTIES RUPA JON 95CMS AISHWARYA,6,14,8
December,2022,III/041624R,41624,DOLLAR BIGBOSS INTERLOCK TRUNK 80CM,5,6,1
December,2022,III/041628R,41628,DOLLAR BIGBOSS INTERLOCK TRUNK 85CM,2,2,0
December,2022,III/041629R,41629,DOLLAR BIGBOSS INTERLOCK TRUNK 90CM,14,14,0
December,2022,III/041630T,41630,DOLLAR BIGBOSS BRIEF T/E 90CM,23,25,2
December,2022,III/041631G,41631,DOLLAR BIGBOSS BRIEF T/E 95CM,11,11,0
December,2022,III/041632T,41632,DOLLAR BIGBOSS BRIEF T/E 100CM,7,7,0
December,2022,III/041633T,41633,DOLLAR MISSY PANTY SMALL PACK 2,10,30,20
December,2022,III/041634Y,41634,DOLLAR MISSY PANTY MED PACK 2,6,27,21
December,2022,III/041635Y,41635,DOLLAR MISSY PANTY LARGE PACK 2,10,16,6
December,2022,III/041715A,41715,VEST SAGAR(041715) COZY 95 CMS,17,34,17
December,2022,III/041717L,41717,VEST SAGAR 95 CMS,10,22,12
December,2022,III/041986M,41986,MONTE CARLO   SPORTS SOCKS  M&L,23,33,10
December,2022,III/042016A,42016,SOCKS ADIDAS BL/WH/GREY,6,7,1
December,2022,III/042017G,42017,ADIDAS SOCKS MENS 3PACK,9,10,1
December,2022,III/043094S,43094,DOOR MAT DEKOTURF SZ 40*60,4,4,0
December,2022,III/043095S,43095,DOOR MAT DEKOTURF SZ 45*75CM,2,2,0
December,2022,III/043097S,43097,DOOR MAT SAGAR,2,3,1
December,2022,III/043101S,43101,FITSPREE INTERLOCKING MAT 10MM,1,23,22
December,2022,III/043102S,43102,FITSPREE INTER LOCKING MAT 15MM,1,10,9
December,2022,III/043106S,43106,FITSPREE YOGA MAT TOMATO RED,2,8,6
December,2022,III/043175J,43175,ADIDAT T SHIRT POLO MED BLACK,5,24,19
December,2022,III/043178G,43178,ADIDAT T SHIRT POLO MED B ROYAL,1,35,34
December,2022,III/043180F,43180,ADIDAD T SHIRT POLO LARGE BLACK,5,16,11
December,2022,III/043181J,43181,ADIDAD T SHIRT POLO LARGE B ROYAL,3,27,24
December,2022,III/045239R,45239,SHORTS REEBOK PLATER SZ LARGE,1,14,13
December,2022,III/045254X,45254,T-SHIRT ADIDAS MED NAVY BLUE,3,8,5
December,2022,III/045292P,45292,ADIDAS SHORT MEDIUM NAVY BLUE,8,44,36
December,2022,III/045293H,45293,SHORT ADIDAS LARGE NAVY BLUE,5,32,27
December,2022,III/045305A,45305,ADIDAS SHORTS BLACK MEDIUM,2,22,20
December,2022,III/045307A,45307,ADIDAS SHORTS BLACK LARGE,3,22,19
December,2022,III/045365A,45365,HANDKERCHIEF BONJOUR,2,4,2
December,2022,III/045404A,45404,POCHHA 555 FLOOR,19,19,0
December,2022,III/045405M,45405,TWIST/SQUEEZE MOP COTTON,1,1,0
December,2022,III/045412G,45412,QUICK SPIN MOP SMARTY  GALA,2,2,0
December,2022,III/045420A,45420,GALA SCRUBBER WITH LONG HANDLE,2,24,22
December,2022,III/045821A,45821,TRACK SUIT ADIDAS SZ M,4,9,5
December,2022,III/045822A,45822,ADIDAS TRACKSUIT L,4,9,5
December,2022,III/045823A,45823,ADIDAS FUN TRACK SUIT( L SZ),1,13,12
December,2022,III/045838R,45838,TRACK SUIT REEBOK MEN'S LARGE SZ,1,4,3
December,2022,III/048041A,48041,ACCIOMAX SHOES ZX UK 8,2,4,2
December,2022,III/048042A,48042,ACCIOMAX SHOES SZ UK 9,1,2,1
December,2022,III/048046L,48046,"SHOE LOTTO CLASSIC SZ8""",1,2,1
December,2022,III/048047L,48047,"SHOE LOTTO CLASSIC SZ 9""",2,4,2
December,2022,III/048167G,48167,SPARX SHOES SX0004G 10,1,3,2
December,2022,III/048189N,48189,"NIVIA  SHOE  LADIES 5""",2,2,0
December,2022,III/048214S,48214,NIVIA JOGGING SHOE MAN SZ7,1,2,1
December,2022,III/048231I,48231,LOTTO SHOE SIZE 8,2,2,0
December,2022,III/048232S,48232,LOTTO SHOE SIZE 9,1,4,3
